CONFIG: ticks=10000 ptrmode=pool pool=on layout=multimap
TRADE | AAPL @ 142.504 x100 | ts=5349423652819700
TRADE | AAPL @ 144.286 x100 | ts=5349423657011900
TRADE | AAPL @ 137.406 x100 | ts=5349423657031200
TRADE | AAPL @ 139.237 x100 | ts=5349423657064200
TRADE | AAPL @ 130.081 x100 | ts=5349423657084300
TRADE | AAPL @ 121.249 x100 | ts=5349423657097300
TRADE | AAPL @ 171.646 x100 | ts=5349423657123500
TRADE | AAPL @ 113.168 x100 | ts=5349423657136400
TRADE | AAPL @ 128.87 x100 | ts=5349423657156100
TRADE | AAPL @ 107.198 x100 | ts=5349423657175800
TRADE | AAPL @ 175.25 x100 | ts=5349423657188900
TRADE | AAPL @ 151.919 x100 | ts=5349423657221500
TRADE | AAPL @ 115.694 x100 | ts=5349423657234300
TRADE | AAPL @ 125.476 x100 | ts=5349423657254000
TRADE | AAPL @ 123.255 x100 | ts=5349423657274200
TRADE | AAPL @ 155.655 x100 | ts=5349423657287600
TRADE | AAPL @ 123.845 x100 | ts=5349423657321700
TRADE | AAPL @ 131 x100 | ts=5349423657342500
TRADE | AAPL @ 150.119 x100 | ts=5349423657369500
TRADE | AAPL @ 158.993 x100 | ts=5349423657405600
TRADE | AAPL @ 118.84 x100 | ts=5349423657427200
TRADE | AAPL @ 174.198 x100 | ts=5349423657453900
TRADE | AAPL @ 139.006 x100 | ts=5349423657480400
TRADE | AAPL @ 166.11 x100 | ts=5349423657494000
TRADE | AAPL @ 123.828 x100 | ts=5349423657507500
TRADE | AAPL @ 152.899 x100 | ts=5349423657527600
TRADE | AAPL @ 125.29 x100 | ts=5349423657568000
TRADE | AAPL @ 126.395 x100 | ts=5349423657587800
TRADE | AAPL @ 118.562 x100 | ts=5349423657629000
TRADE | AAPL @ 131.355 x100 | ts=5349423657655000
TRADE | AAPL @ 161.368 x100 | ts=5349423657695300
TRADE | AAPL @ 159.759 x100 | ts=5349423657708700
TRADE | AAPL @ 116.217 x100 | ts=5349423657728200
TRADE | AAPL @ 174.684 x100 | ts=5349423658703100
TRADE | AAPL @ 113.205 x100 | ts=5349423658729800
TRADE | AAPL @ 135.558 x100 | ts=5349423658743000
TRADE | AAPL @ 126.23 x100 | ts=5349423658789800
TRADE | AAPL @ 142.819 x100 | ts=5349423658845900
TRADE | AAPL @ 147.912 x100 | ts=5349423658865700
TRADE | AAPL @ 119.823 x100 | ts=5349423658888200
TRADE | AAPL @ 149.477 x100 | ts=5349423658901500
TRADE | AAPL @ 104.202 x100 | ts=5349423658914700
TRADE | AAPL @ 112.893 x100 | ts=5349423658949200
TRADE | AAPL @ 138.966 x100 | ts=5349423658969700
TRADE | AAPL @ 114.439 x100 | ts=5349423658989600
TRADE | AAPL @ 122.483 x100 | ts=5349423659009600
TRADE | AAPL @ 129.742 x100 | ts=5349423659036400
TRADE | AAPL @ 109.622 x100 | ts=5349423659050000
TRADE | AAPL @ 154.069 x100 | ts=5349423659063200
TRADE | AAPL @ 174.734 x100 | ts=5349423659083000
TRADE | AAPL @ 119.852 x100 | ts=5349423659095900
TRADE | AAPL @ 176.792 x100 | ts=5349423659108900
TRADE | AAPL @ 143.236 x100 | ts=5349423659142500
TRADE | AAPL @ 143.398 x100 | ts=5349423659162100
TRADE | AAPL @ 143.126 x100 | ts=5349423659181800
TRADE | AAPL @ 137.445 x100 | ts=5349423659201400
TRADE | AAPL @ 129.282 x100 | ts=5349423659228200
TRADE | AAPL @ 148.886 x100 | ts=5349423659255200
TRADE | AAPL @ 178.61 x100 | ts=5349423659275200
TRADE | AAPL @ 120.544 x100 | ts=5349423659287900
TRADE | AAPL @ 100.318 x100 | ts=5349423659320700
TRADE | AAPL @ 110.845 x100 | ts=5349423659340900
TRADE | AAPL @ 174.665 x100 | ts=5349423659354400
TRADE | AAPL @ 134.684 x100 | ts=5349423659388800
TRADE | AAPL @ 106.488 x100 | ts=5349423659402500
TRADE | AAPL @ 147.513 x100 | ts=5349423659415800
TRADE | AAPL @ 111.412 x100 | ts=5349423659443200
TRADE | AAPL @ 112.184 x100 | ts=5349423659463600
TRADE | AAPL @ 143.247 x100 | ts=5349423659491400
TRADE | AAPL @ 146.541 x100 | ts=5349423659511700
TRADE | AAPL @ 119.481 x100 | ts=5349423659570000
TRADE | AAPL @ 175.234 x100 | ts=5349423659584600
TRADE | AAPL @ 149.081 x100 | ts=5349423659619800
TRADE | AAPL @ 137.215 x100 | ts=5349423659648200
TRADE | AAPL @ 141.622 x100 | ts=5349423659662800
TRADE | AAPL @ 161.076 x100 | ts=5349423659684100
TRADE | AAPL @ 164.442 x100 | ts=5349423659718300
TRADE | AAPL @ 123.97 x100 | ts=5349423659733400
TRADE | AAPL @ 135.835 x100 | ts=5349423659783100
TRADE | AAPL @ 134.371 x100 | ts=5349423659834900
TRADE | AAPL @ 139.921 x100 | ts=5349423659871800
TRADE | AAPL @ 102.605 x100 | ts=5349423659894100
TRADE | AAPL @ 167.428 x100 | ts=5349423659909400
TRADE | AAPL @ 108.693 x100 | ts=5349423659923400
TRADE | AAPL @ 136.447 x100 | ts=5349423659945400
TRADE | AAPL @ 149.137 x100 | ts=5349423659967800
TRADE | AAPL @ 178.421 x100 | ts=5349423660019300
TRADE | AAPL @ 121.261 x100 | ts=5349423660051000
TRADE | AAPL @ 179.007 x100 | ts=5349423660074300
TRADE | AAPL @ 100.328 x100 | ts=5349423660094400
TRADE | AAPL @ 158.676 x100 | ts=5349423660139200
TRADE | AAPL @ 138.992 x100 | ts=5349423660223800
TRADE | AAPL @ 110.241 x100 | ts=5349423660247200
TRADE | AAPL @ 153.688 x100 | ts=5349423660296600
TRADE | AAPL @ 142.279 x100 | ts=5349423660361100
TRADE | AAPL @ 134.87 x100 | ts=5349423660385000
TRADE | AAPL @ 166.27 x100 | ts=5349423660399700
TRADE | AAPL @ 144.303 x100 | ts=5349423661591600
TRADE | AAPL @ 169.5 x100 | ts=5349423661621500
TRADE | AAPL @ 100.385 x100 | ts=5349423661639700
TRADE | AAPL @ 173.432 x100 | ts=5349423661656700
TRADE | AAPL @ 101.703 x100 | ts=5349423661700200
TRADE | AAPL @ 176.465 x100 | ts=5349423661719000
TRADE | AAPL @ 140.36 x100 | ts=5349423661782000
TRADE | AAPL @ 113.633 x100 | ts=5349423661799400
TRADE | AAPL @ 117.453 x100 | ts=5349423661826300
TRADE | AAPL @ 165.498 x100 | ts=5349423661843500
TRADE | AAPL @ 104.419 x100 | ts=5349423661879500
TRADE | AAPL @ 107.127 x100 | ts=5349423661906200
TRADE | AAPL @ 158.657 x100 | ts=5349423661968100
TRADE | AAPL @ 165.024 x100 | ts=5349423661995200
TRADE | AAPL @ 110.388 x100 | ts=5349423662067700
TRADE | AAPL @ 144.155 x100 | ts=5349423662104200
TRADE | AAPL @ 145.278 x100 | ts=5349423662131200
TRADE | AAPL @ 143.927 x100 | ts=5349423662158400
TRADE | AAPL @ 168.534 x100 | ts=5349423662184800
TRADE | AAPL @ 127.4 x100 | ts=5349423662219700
TRADE | AAPL @ 172.145 x100 | ts=5349423662237600
TRADE | AAPL @ 142.319 x100 | ts=5349423662263900
TRADE | AAPL @ 119.08 x100 | ts=5349423662352400
TRADE | AAPL @ 120.795 x100 | ts=5349423662379000
TRADE | AAPL @ 117.973 x100 | ts=5349423662413500
TRADE | AAPL @ 148.846 x100 | ts=5349423662430600
TRADE | AAPL @ 133.016 x100 | ts=5349423662465900
TRADE | AAPL @ 162.644 x100 | ts=5349423662482900
TRADE | AAPL @ 142.606 x100 | ts=5349423662509600
TRADE | AAPL @ 107.348 x100 | ts=5349423662562500
TRADE | AAPL @ 120.687 x100 | ts=5349423662612000
TRADE | AAPL @ 135.049 x100 | ts=5349423662661200
TRADE | AAPL @ 133.299 x100 | ts=5349423662712100
TRADE | AAPL @ 156.107 x100 | ts=5349423662750100
TRADE | AAPL @ 165.503 x100 | ts=5349423662812600
TRADE | AAPL @ 170.407 x100 | ts=5349423662846400
TRADE | AAPL @ 161.161 x100 | ts=5349423662875700
TRADE | AAPL @ 102.089 x100 | ts=5349423662907200
TRADE | AAPL @ 135.045 x100 | ts=5349423662959100
TRADE | AAPL @ 171.184 x100 | ts=5349423662978400
TRADE | AAPL @ 122.666 x100 | ts=5349423663001700
TRADE | AAPL @ 109.882 x100 | ts=5349423663014700
TRADE | AAPL @ 114.631 x100 | ts=5349423663034400
TRADE | AAPL @ 167.198 x100 | ts=5349423663073900
TRADE | AAPL @ 161.495 x100 | ts=5349423663086900
TRADE | AAPL @ 174.057 x100 | ts=5349423663114100
TRADE | AAPL @ 174.149 x100 | ts=5349423663134300
TRADE | AAPL @ 175.388 x100 | ts=5349423663154400
TRADE | AAPL @ 157.775 x100 | ts=5349423663175000
TRADE | AAPL @ 136.86 x100 | ts=5349423663188300
TRADE | AAPL @ 133.005 x100 | ts=5349423663208200
TRADE | AAPL @ 175.773 x100 | ts=5349423663221900
TRADE | AAPL @ 143.319 x100 | ts=5349423663255800
TRADE | AAPL @ 146.207 x100 | ts=5349423663277200
TRADE | AAPL @ 154.06 x100 | ts=5349423663297900
TRADE | AAPL @ 159.01 x100 | ts=5349423663318500
TRADE | AAPL @ 129.516 x100 | ts=5349423663354200
TRADE | AAPL @ 159.035 x100 | ts=5349423663376500
TRADE | AAPL @ 148.995 x100 | ts=5349423663452100
TRADE | AAPL @ 130.973 x100 | ts=5349423663478400
TRADE | AAPL @ 100.099 x100 | ts=5349423663492100
TRADE | AAPL @ 157.935 x100 | ts=5349423663519400
TRADE | AAPL @ 159.44 x100 | ts=5349423663546700
TRADE | AAPL @ 168.995 x100 | ts=5349423663559900
TRADE | AAPL @ 145.921 x100 | ts=5349423664440300
TRADE | AAPL @ 155.891 x100 | ts=5349423664460500
TRADE | AAPL @ 177.377 x100 | ts=5349423664480700
TRADE | AAPL @ 144.662 x100 | ts=5349423664507200
TRADE | AAPL @ 151.756 x100 | ts=5349423664560800
TRADE | AAPL @ 108.89 x100 | ts=5349423664574300
TRADE | AAPL @ 129.358 x100 | ts=5349423664608700
TRADE | AAPL @ 113.523 x100 | ts=5349423664642600
TRADE | AAPL @ 136.096 x100 | ts=5349423664669500
TRADE | AAPL @ 147.373 x100 | ts=5349423664689300
TRADE | AAPL @ 151.754 x100 | ts=5349423664735800
TRADE | AAPL @ 151.783 x100 | ts=5349423664783700
TRADE | AAPL @ 138.027 x100 | ts=5349423664796600
TRADE | AAPL @ 157.927 x100 | ts=5349423664809600
TRADE | AAPL @ 160.53 x100 | ts=5349423664856200
TRADE | AAPL @ 161.014 x100 | ts=5349423664911800
TRADE | AAPL @ 137.024 x100 | ts=5349423664924900
TRADE | AAPL @ 104.299 x100 | ts=5349423664958100
TRADE | AAPL @ 170.828 x100 | ts=5349423664971000
TRADE | AAPL @ 145.762 x100 | ts=5349423665017500
TRADE | AAPL @ 117.539 x100 | ts=5349423665043900
TRADE | AAPL @ 112.602 x100 | ts=5349423665076600
TRADE | AAPL @ 173.086 x100 | ts=5349423665089600
TRADE | AAPL @ 173.584 x100 | ts=5349423665109200
TRADE | AAPL @ 145.538 x100 | ts=5349423665142500
TRADE | AAPL @ 142.551 x100 | ts=5349423665162100
TRADE | AAPL @ 100.476 x100 | ts=5349423665175100
TRADE | AAPL @ 124.229 x100 | ts=5349423665222400
TRADE | AAPL @ 122.951 x100 | ts=5349423665243500
TRADE | AAPL @ 159.45 x100 | ts=5349423665257000
TRADE | AAPL @ 133.635 x100 | ts=5349423665277100
TRADE | AAPL @ 165.144 x100 | ts=5349423665297100
TRADE | AAPL @ 103.586 x100 | ts=5349423665310500
TRADE | AAPL @ 115.31 x100 | ts=5349423665330000
TRADE | AAPL @ 117.707 x100 | ts=5349423665364100
TRADE | AAPL @ 177.354 x100 | ts=5349423665377500
TRADE | AAPL @ 147.135 x100 | ts=5349423665398000
TRADE | AAPL @ 122.056 x100 | ts=5349423665456100
TRADE | AAPL @ 151.149 x100 | ts=5349423665469600
TRADE | AAPL @ 123.663 x100 | ts=5349423665482600
TRADE | AAPL @ 125.95 x100 | ts=5349423665502900
TRADE | AAPL @ 136.216 x100 | ts=5349423665536700
TRADE | AAPL @ 169.317 x100 | ts=5349423665550200
TRADE | AAPL @ 126.317 x100 | ts=5349423665563600
TRADE | AAPL @ 127.531 x100 | ts=5349423665583600
TRADE | AAPL @ 177.414 x100 | ts=5349423665597200
TRADE | AAPL @ 103.592 x100 | ts=5349423665610500
TRADE | AAPL @ 132.672 x100 | ts=5349423665637900
TRADE | AAPL @ 149.213 x100 | ts=5349423665658400
TRADE | AAPL @ 137.776 x100 | ts=5349423665678800
TRADE | AAPL @ 120.872 x100 | ts=5349423665706500
TRADE | AAPL @ 159.434 x100 | ts=5349423665719700
TRADE | AAPL @ 139.663 x100 | ts=5349423665755100
TRADE | AAPL @ 119.417 x100 | ts=5349423665784000
TRADE | AAPL @ 142.561 x100 | ts=5349423665812600
TRADE | AAPL @ 110.936 x100 | ts=5349423665826800
TRADE | AAPL @ 160.877 x100 | ts=5349423665839800
TRADE | AAPL @ 172.297 x100 | ts=5349423665859600
TRADE | AAPL @ 115.209 x100 | ts=5349423665886000
TRADE | AAPL @ 113.287 x100 | ts=5349423665905800
TRADE | AAPL @ 113.915 x100 | ts=5349423665938800
TRADE | AAPL @ 177.58 x100 | ts=5349423665951900
TRADE | AAPL @ 134.066 x100 | ts=5349423665984800
TRADE | AAPL @ 146.878 x100 | ts=5349423666004600
TRADE | AAPL @ 131.603 x100 | ts=5349423666827700
TRADE | AAPL @ 161.664 x100 | ts=5349423666848000
TRADE | AAPL @ 138.656 x100 | ts=5349423666867400
TRADE | AAPL @ 155.469 x100 | ts=5349423666886900
TRADE | AAPL @ 121.004 x100 | ts=5349423666906900
TRADE | AAPL @ 114.925 x100 | ts=5349423666926400
TRADE | AAPL @ 110.328 x100 | ts=5349423666945700
TRADE | AAPL @ 173.842 x100 | ts=5349423666958400
TRADE | AAPL @ 121.035 x100 | ts=5349423666971300
TRADE | AAPL @ 129.966 x100 | ts=5349423666997200
TRADE | AAPL @ 156.463 x100 | ts=5349423667016600
TRADE | AAPL @ 177.905 x100 | ts=5349423667036100
TRADE | AAPL @ 130.599 x100 | ts=5349423667055800
TRADE | AAPL @ 101.384 x100 | ts=5349423667095600
TRADE | AAPL @ 134.646 x100 | ts=5349423667108500
TRADE | AAPL @ 132.338 x100 | ts=5349423667128100
TRADE | AAPL @ 117.231 x100 | ts=5349423667140900
TRADE | AAPL @ 147.802 x100 | ts=5349423667153800
TRADE | AAPL @ 131.51 x100 | ts=5349423667187100
TRADE | AAPL @ 136.065 x100 | ts=5349423667213500
TRADE | AAPL @ 160.561 x100 | ts=5349423667260600
TRADE | AAPL @ 101.711 x100 | ts=5349423667280900
TRADE | AAPL @ 174.376 x100 | ts=5349423667293800
TRADE | AAPL @ 115.813 x100 | ts=5349423667306700
TRADE | AAPL @ 142.191 x100 | ts=5349423667361100
TRADE | AAPL @ 116.984 x100 | ts=5349423667374300
TRADE | AAPL @ 159.82 x100 | ts=5349423667387300
TRADE | AAPL @ 136.062 x100 | ts=5349423667407900
TRADE | AAPL @ 125.679 x100 | ts=5349423667448600
TRADE | AAPL @ 134.94 x100 | ts=5349423667461900
TRADE | AAPL @ 167.582 x100 | ts=5349423667481600
TRADE | AAPL @ 125.534 x100 | ts=5349423667508100
TRADE | AAPL @ 136.022 x100 | ts=5349423667521800
TRADE | AAPL @ 112.454 x100 | ts=5349423667534900
TRADE | AAPL @ 106.73 x100 | ts=5349423667554500
TRADE | AAPL @ 174.711 x100 | ts=5349423667567300
TRADE | AAPL @ 153.214 x100 | ts=5349423667601000
TRADE | AAPL @ 177.916 x100 | ts=5349423667620700
TRADE | AAPL @ 153.816 x100 | ts=5349423667640800
TRADE | AAPL @ 121.353 x100 | ts=5349423667667600
TRADE | AAPL @ 156.591 x100 | ts=5349423667722100
TRADE | AAPL @ 161.336 x100 | ts=5349423667742200
TRADE | AAPL @ 112.22 x100 | ts=5349423667755200
TRADE | AAPL @ 161.352 x100 | ts=5349423667781800
TRADE | AAPL @ 124.678 x100 | ts=5349423667808700
TRADE | AAPL @ 116.272 x100 | ts=5349423667828700
TRADE | AAPL @ 134.316 x100 | ts=5349423667856000
TRADE | AAPL @ 166.206 x100 | ts=5349423667891300
TRADE | AAPL @ 109.323 x100 | ts=5349423667919300
TRADE | AAPL @ 164.642 x100 | ts=5349423667947500
TRADE | AAPL @ 152.989 x100 | ts=5349423667968100
TRADE | AAPL @ 114.35 x100 | ts=5349423667996000
TRADE | AAPL @ 167.744 x100 | ts=5349423668009300
TRADE | AAPL @ 168.459 x100 | ts=5349423668029500
TRADE | AAPL @ 111.594 x100 | ts=5349423668043000
TRADE | AAPL @ 171.294 x100 | ts=5349423668056400
TRADE | AAPL @ 128.06 x100 | ts=5349423668083600
TRADE | AAPL @ 165.398 x100 | ts=5349423668122800
TRADE | AAPL @ 171.764 x100 | ts=5349423668167400
TRADE | AAPL @ 100.469 x100 | ts=5349423668191000
TRADE | AAPL @ 174.28 x100 | ts=5349423668222300
TRADE | AAPL @ 104.594 x100 | ts=5349423668238900
TRADE | AAPL @ 131.84 x100 | ts=5349423668271100
TRADE | AAPL @ 138.122 x100 | ts=5349423668297000
TRADE | AAPL @ 175.879 x100 | ts=5349423669316500
TRADE | AAPL @ 141.689 x100 | ts=5349423669338200
TRADE | AAPL @ 129.999 x100 | ts=5349423669365100
TRADE | AAPL @ 130.087 x100 | ts=5349423669385700
TRADE | AAPL @ 134.692 x100 | ts=5349423669405600
TRADE | AAPL @ 153.416 x100 | ts=5349423669425500
TRADE | AAPL @ 177.927 x100 | ts=5349423669438800
TRADE | AAPL @ 158.342 x100 | ts=5349423669479200
TRADE | AAPL @ 123.409 x100 | ts=5349423669499800
TRADE | AAPL @ 114.109 x100 | ts=5349423669534500
TRADE | AAPL @ 103.981 x100 | ts=5349423669569000
TRADE | AAPL @ 100.656 x100 | ts=5349423669616800
TRADE | AAPL @ 129.147 x100 | ts=5349423669636700
TRADE | AAPL @ 162.927 x100 | ts=5349423669649500
TRADE | AAPL @ 109.283 x100 | ts=5349423669685400
TRADE | AAPL @ 167.908 x100 | ts=5349423669698700
TRADE | AAPL @ 109.886 x100 | ts=5349423669711700
TRADE | AAPL @ 168.061 x100 | ts=5349423669724900
TRADE | AAPL @ 175.085 x100 | ts=5349423669744600
TRADE | AAPL @ 121.039 x100 | ts=5349423669757600
TRADE | AAPL @ 138.457 x100 | ts=5349423669783900
TRADE | AAPL @ 176.986 x100 | ts=5349423669803900
TRADE | AAPL @ 125.342 x100 | ts=5349423669817200
TRADE | AAPL @ 144.894 x100 | ts=5349423669843600
TRADE | AAPL @ 112.294 x100 | ts=5349423669886500
TRADE | AAPL @ 121.897 x100 | ts=5349423669907700
TRADE | AAPL @ 140.373 x100 | ts=5349423669921600
TRADE | AAPL @ 119.19 x100 | ts=5349423669948800
TRADE | AAPL @ 147.974 x100 | ts=5349423669978300
TRADE | AAPL @ 160.631 x100 | ts=5349423670013900
TRADE | AAPL @ 160.79 x100 | ts=5349423670035900
TRADE | AAPL @ 121.443 x100 | ts=5349423670051100
TRADE | AAPL @ 136.445 x100 | ts=5349423670080300
TRADE | AAPL @ 106.418 x100 | ts=5349423670094800
TRADE | AAPL @ 178.589 x100 | ts=5349423670109000
TRADE | AAPL @ 105.682 x100 | ts=5349423670123300
TRADE | AAPL @ 178.876 x100 | ts=5349423670156700
TRADE | AAPL @ 132.304 x100 | ts=5349423670189600
TRADE | AAPL @ 179.319 x100 | ts=5349423670259500
TRADE | AAPL @ 102.474 x100 | ts=5349423670283800
TRADE | AAPL @ 130.469 x100 | ts=5349423670358500
TRADE | AAPL @ 127.558 x100 | ts=5349423670387800
TRADE | AAPL @ 179.524 x100 | ts=5349423670402600
TRADE | AAPL @ 158.989 x100 | ts=5349423670453700
TRADE | AAPL @ 112.572 x100 | ts=5349423670484000
TRADE | AAPL @ 169.086 x100 | ts=5349423670500300
TRADE | AAPL @ 136.794 x100 | ts=5349423670514400
TRADE | AAPL @ 135.879 x100 | ts=5349423670535200
TRADE | AAPL @ 123.395 x100 | ts=5349423670569900
TRADE | AAPL @ 155.282 x100 | ts=5349423670583600
TRADE | AAPL @ 140.521 x100 | ts=5349423670632800
TRADE | AAPL @ 152.977 x100 | ts=5349423670654300
TRADE | AAPL @ 161.872 x100 | ts=5349423670674300
TRADE | AAPL @ 122.808 x100 | ts=5349423670744700
TRADE | AAPL @ 160.545 x100 | ts=5349423670759500
TRADE | AAPL @ 140.844 x100 | ts=5349423670789200
TRADE | AAPL @ 146.729 x100 | ts=5349423670816300
TRADE | AAPL @ 128.389 x100 | ts=5349423670949000
TRADE | AAPL @ 124.617 x100 | ts=5349423670984000
TRADE | AAPL @ 139.41 x100 | ts=5349423670996900
TRADE | AAPL @ 147.221 x100 | ts=5349423671017000
TRADE | AAPL @ 113.759 x100 | ts=5349423671043100
TRADE | AAPL @ 148.95 x100 | ts=5349423671056100
TRADE | AAPL @ 134.102 x100 | ts=5349423671075600
TRADE | AAPL @ 109.26 x100 | ts=5349423672448300
TRADE | AAPL @ 149.157 x100 | ts=5349423672527000
TRADE | AAPL @ 135.684 x100 | ts=5349423672604300
TRADE | AAPL @ 151.516 x100 | ts=5349423672629200
TRADE | AAPL @ 100.261 x100 | ts=5349423672671800
TRADE | AAPL @ 138.687 x100 | ts=5349423672724500
TRADE | AAPL @ 155.38 x100 | ts=5349423672748200
TRADE | AAPL @ 152.774 x100 | ts=5349423672777700
TRADE | AAPL @ 140.072 x100 | ts=5349423672806700
TRADE | AAPL @ 131.437 x100 | ts=5349423672847300
TRADE | AAPL @ 139.275 x100 | ts=5349423672949200
TRADE | AAPL @ 159.328 x100 | ts=5349423672971000
TRADE | AAPL @ 160.894 x100 | ts=5349423673015700
TRADE | AAPL @ 154.535 x100 | ts=5349423673061900
TRADE | AAPL @ 158.534 x100 | ts=5349423673105100
