CONFIG: ticks=100000 ptrmode=pool pool=on layout=multimap
TRADE | AAPL @ 101.474 x100 | ts=5349465415582400
TRADE | AAPL @ 169.356 x100 | ts=5349465417613800
TRADE | AAPL @ 136.471 x100 | ts=5349465417674000
TRADE | AAPL @ 147.641 x100 | ts=5349465417693100
TRADE | AAPL @ 143.256 x100 | ts=5349465417710600
TRADE | AAPL @ 168.953 x100 | ts=5349465417729500
TRADE | AAPL @ 119.561 x100 | ts=5349465417747200
TRADE | AAPL @ 138.225 x100 | ts=5349465418973400
TRADE | AAPL @ 126.125 x100 | ts=5349465419000000
TRADE | AAPL @ 107.784 x100 | ts=5349465419045400
TRADE | AAPL @ 180.116 x100 | ts=5349465419078400
TRADE | AAPL @ 181.071 x100 | ts=5349465419107300
TRADE | AAPL @ 153.347 x100 | ts=5349465419126200
TRADE | AAPL @ 152.162 x100 | ts=5349465419154600
TRADE | AAPL @ 113.521 x100 | ts=5349465419199800
TRADE | AAPL @ 118.907 x100 | ts=5349465419226700
TRADE | AAPL @ 119.589 x100 | ts=5349465419253100
TRADE | AAPL @ 182.105 x100 | ts=5349465419271200
TRADE | AAPL @ 142.734 x100 | ts=5349465419298000
TRADE | AAPL @ 141.007 x100 | ts=5349465419324700
TRADE | AAPL @ 106.072 x100 | ts=5349465419363500
TRADE | AAPL @ 182.656 x100 | ts=5349465419382700
TRADE | AAPL @ 104.738 x100 | ts=5349465419419600
TRADE | AAPL @ 144.639 x100 | ts=5349465419438100
TRADE | AAPL @ 147.214 x100 | ts=5349465419502700
TRADE | AAPL @ 145.154 x100 | ts=5349465419565700
TRADE | AAPL @ 149.527 x100 | ts=5349465419629200
TRADE | AAPL @ 149.915 x100 | ts=5349465419656100
TRADE | AAPL @ 154.646 x100 | ts=5349465419682600
TRADE | AAPL @ 144.199 x100 | ts=5349465419699800
TRADE | AAPL @ 130.778 x100 | ts=5349465419726400
TRADE | AAPL @ 151.679 x100 | ts=5349465419798600
TRADE | AAPL @ 157.136 x100 | ts=5349465419825800
TRADE | AAPL @ 159.095 x100 | ts=5349465419852300
TRADE | AAPL @ 147.856 x100 | ts=5349465419915300
TRADE | AAPL @ 159.096 x100 | ts=5349465419942200
TRADE | AAPL @ 125.73 x100 | ts=5349465419978600
TRADE | AAPL @ 162.534 x100 | ts=5349465420014400
TRADE | AAPL @ 141.316 x100 | ts=5349465420031600
TRADE | AAPL @ 171.264 x100 | ts=5349465420048900
TRADE | AAPL @ 106.536 x100 | ts=5349465420066000
TRADE | AAPL @ 111.999 x100 | ts=5349465420092600
TRADE | AAPL @ 173.936 x100 | ts=5349465420110200
TRADE | AAPL @ 127.554 x100 | ts=5349465420146100
TRADE | AAPL @ 161.125 x100 | ts=5349465420181500
TRADE | AAPL @ 125.439 x100 | ts=5349465420199100
TRADE | AAPL @ 134.628 x100 | ts=5349465420234200
TRADE | AAPL @ 116.334 x100 | ts=5349465420251700
TRADE | AAPL @ 174.141 x100 | ts=5349465420287100
TRADE | AAPL @ 126.816 x100 | ts=5349465420323100
TRADE | AAPL @ 140.26 x100 | ts=5349465420349700
TRADE | AAPL @ 134.318 x100 | ts=5349465420385000
TRADE | AAPL @ 135.041 x100 | ts=5349465420468000
TRADE | AAPL @ 151.076 x100 | ts=5349465420496100
TRADE | AAPL @ 108.382 x100 | ts=5349465420563400
TRADE | AAPL @ 102.05 x100 | ts=5349465420610300
TRADE | AAPL @ 143.224 x100 | ts=5349465420655200
TRADE | AAPL @ 135.448 x100 | ts=5349465420681200
TRADE | AAPL @ 162.461 x100 | ts=5349465420698500
TRADE | AAPL @ 141.456 x100 | ts=5349465420743600
TRADE | AAPL @ 111.168 x100 | ts=5349465420761200
TRADE | AAPL @ 165.407 x100 | ts=5349465420796600
TRADE | AAPL @ 110.558 x100 | ts=5349465420814200
TRADE | AAPL @ 139.374 x100 | ts=5349465420840600
TRADE | AAPL @ 137.599 x100 | ts=5349465420885200
TRADE | AAPL @ 136.063 x100 | ts=5349465420947300
TRADE | AAPL @ 155.227 x100 | ts=5349465420993600
TRADE | AAPL @ 135.199 x100 | ts=5349465421020000
TRADE | AAPL @ 153.551 x100 | ts=5349465421064300
TRADE | AAPL @ 137.123 x100 | ts=5349465421157600
TRADE | AAPL @ 146.783 x100 | ts=5349465421196700
TRADE | AAPL @ 115.456 x100 | ts=5349465422475300
TRADE | AAPL @ 136.053 x100 | ts=5349465422512000
TRADE | AAPL @ 125.748 x100 | ts=5349465422544000
TRADE | AAPL @ 148.813 x100 | ts=5349465422580300
TRADE | AAPL @ 101.562 x100 | ts=5349465422616100
TRADE | AAPL @ 138.856 x100 | ts=5349465422633600
TRADE | AAPL @ 136.641 x100 | ts=5349465422687100
TRADE | AAPL @ 151.955 x100 | ts=5349465422704600
TRADE | AAPL @ 164.287 x100 | ts=5349465422749300
TRADE | AAPL @ 108.377 x100 | ts=5349465422785100
TRADE | AAPL @ 162.728 x100 | ts=5349465422820900
TRADE | AAPL @ 119.483 x100 | ts=5349465422838600
TRADE | AAPL @ 121.18 x100 | ts=5349465422883300
TRADE | AAPL @ 137.063 x100 | ts=5349465422900700
TRADE | AAPL @ 166.269 x100 | ts=5349465422927300
TRADE | AAPL @ 105.809 x100 | ts=5349465422944600
TRADE | AAPL @ 100.65 x100 | ts=5349465422971000
TRADE | AAPL @ 128.947 x100 | ts=5349465422997400
TRADE | AAPL @ 166.708 x100 | ts=5349465423070500
TRADE | AAPL @ 144.239 x100 | ts=5349465423163600
TRADE | AAPL @ 165.678 x100 | ts=5349465423191400
TRADE | AAPL @ 125.714 x100 | ts=5349465423252900
TRADE | AAPL @ 168.731 x100 | ts=5349465423315300
TRADE | AAPL @ 147.732 x100 | ts=5349465423354400
TRADE | AAPL @ 117.976 x100 | ts=5349465423396700
TRADE | AAPL @ 103.962 x100 | ts=5349465423450800
TRADE | AAPL @ 171.229 x100 | ts=5349465423479800
TRADE | AAPL @ 160.399 x100 | ts=5349465423542400
TRADE | AAPL @ 112.64 x100 | ts=5349465423614100
TRADE | AAPL @ 153.552 x100 | ts=5349465423659200
TRADE | AAPL @ 119.879 x100 | ts=5349465423719900
TRADE | AAPL @ 153.069 x100 | ts=5349465423765900
TRADE | AAPL @ 136.57 x100 | ts=5349465423817400
TRADE | AAPL @ 165.332 x100 | ts=5349465423861000
TRADE | AAPL @ 169.922 x100 | ts=5349465423891500
TRADE | AAPL @ 106.729 x100 | ts=5349465423933600
TRADE | AAPL @ 152.845 x100 | ts=5349465423960400
TRADE | AAPL @ 114.72 x100 | ts=5349465424018300
TRADE | AAPL @ 146.698 x100 | ts=5349465424063300
TRADE | AAPL @ 106.966 x100 | ts=5349465424086100
TRADE | AAPL @ 137.007 x100 | ts=5349465424130700
TRADE | AAPL @ 109.421 x100 | ts=5349465424163000
TRADE | AAPL @ 118.846 x100 | ts=5349465424228600
TRADE | AAPL @ 134.014 x100 | ts=5349465424310900
TRADE | AAPL @ 173.51 x100 | ts=5349465424331700
TRADE | AAPL @ 103.019 x100 | ts=5349465424350800
TRADE | AAPL @ 108.956 x100 | ts=5349465424378400
TRADE | AAPL @ 173.887 x100 | ts=5349465424396600
TRADE | AAPL @ 149.301 x100 | ts=5349465424520900
TRADE | AAPL @ 131.506 x100 | ts=5349465424540400
TRADE | AAPL @ 101.843 x100 | ts=5349465424568100
TRADE | AAPL @ 151.232 x100 | ts=5349465424585800
TRADE | AAPL @ 120.868 x100 | ts=5349465424604000
TRADE | AAPL @ 132.348 x100 | ts=5349465424641500
TRADE | AAPL @ 143.266 x100 | ts=5349465424709500
TRADE | AAPL @ 140.315 x100 | ts=5349465424841200
TRADE | AAPL @ 161.218 x100 | ts=5349465424862600
TRADE | AAPL @ 119.045 x100 | ts=5349465424903700
TRADE | AAPL @ 127.475 x100 | ts=5349465424968000
TRADE | AAPL @ 107.92 x100 | ts=5349465425000200
TRADE | AAPL @ 105.535 x100 | ts=5349465425027800
TRADE | AAPL @ 105.121 x100 | ts=5349465425055400
TRADE | AAPL @ 160.686 x100 | ts=5349465425073700
TRADE | AAPL @ 141.782 x100 | ts=5349465425138500
TRADE | AAPL @ 115.11 x100 | ts=5349465426394500
TRADE | AAPL @ 144.987 x100 | ts=5349465426412700
TRADE | AAPL @ 152.543 x100 | ts=5349465426439200
TRADE | AAPL @ 129.641 x100 | ts=5349465426465500
TRADE | AAPL @ 137.288 x100 | ts=5349465426491500
TRADE | AAPL @ 135.624 x100 | ts=5349465426558600
TRADE | AAPL @ 161.86 x100 | ts=5349465426577000
TRADE | AAPL @ 132.564 x100 | ts=5349465426594500
TRADE | AAPL @ 147.163 x100 | ts=5349465426620800
TRADE | AAPL @ 162.41 x100 | ts=5349465426638200
TRADE | AAPL @ 128.791 x100 | ts=5349465426664600
TRADE | AAPL @ 116.687 x100 | ts=5349465426682000
TRADE | AAPL @ 106.15 x100 | ts=5349465426708800
TRADE | AAPL @ 141.453 x100 | ts=5349465426762400
TRADE | AAPL @ 147.035 x100 | ts=5349465426789000
TRADE | AAPL @ 125.637 x100 | ts=5349465426889200
TRADE | AAPL @ 139.961 x100 | ts=5349465426934300
TRADE | AAPL @ 127.189 x100 | ts=5349465426960600
TRADE | AAPL @ 121.393 x100 | ts=5349465426978000
TRADE | AAPL @ 140.501 x100 | ts=5349465427013500
TRADE | AAPL @ 142.371 x100 | ts=5349465427040100
TRADE | AAPL @ 106.268 x100 | ts=5349465427057400
TRADE | AAPL @ 150.723 x100 | ts=5349465427074800
TRADE | AAPL @ 143.225 x100 | ts=5349465427119200
TRADE | AAPL @ 124 x100 | ts=5349465427136800
TRADE | AAPL @ 157.54 x100 | ts=5349465427154300
TRADE | AAPL @ 142.925 x100 | ts=5349465427180700
TRADE | AAPL @ 121.709 x100 | ts=5349465427234800
TRADE | AAPL @ 137.926 x100 | ts=5349465427270700
TRADE | AAPL @ 112.129 x100 | ts=5349465427306700
TRADE | AAPL @ 142.42 x100 | ts=5349465427324500
TRADE | AAPL @ 120.796 x100 | ts=5349465427342600
TRADE | AAPL @ 158.633 x100 | ts=5349465427361000
TRADE | AAPL @ 106.447 x100 | ts=5349465427378800
TRADE | AAPL @ 103.594 x100 | ts=5349465427405900
TRADE | AAPL @ 162.869 x100 | ts=5349465427423200
TRADE | AAPL @ 133.159 x100 | ts=5349465427459300
TRADE | AAPL @ 103.07 x100 | ts=5349465427510700
TRADE | AAPL @ 142.711 x100 | ts=5349465427528300
TRADE | AAPL @ 130.592 x100 | ts=5349465427554800
TRADE | AAPL @ 127.009 x100 | ts=5349465427599500
TRADE | AAPL @ 142.427 x100 | ts=5349465427645000
TRADE | AAPL @ 118.766 x100 | ts=5349465427662500
TRADE | AAPL @ 102.336 x100 | ts=5349465427689000
TRADE | AAPL @ 159.872 x100 | ts=5349465427761700
TRADE | AAPL @ 125.663 x100 | ts=5349465427797700
TRADE | AAPL @ 163.352 x100 | ts=5349465427815100
TRADE | AAPL @ 128.945 x100 | ts=5349465427850900
TRADE | AAPL @ 153.971 x100 | ts=5349465427876300
TRADE | AAPL @ 122.76 x100 | ts=5349465427894100
TRADE | AAPL @ 163.501 x100 | ts=5349465427912100
TRADE | AAPL @ 120.138 x100 | ts=5349465427929800
TRADE | AAPL @ 117.612 x100 | ts=5349465427957200
TRADE | AAPL @ 165.627 x100 | ts=5349465428004400
TRADE | AAPL @ 167.023 x100 | ts=5349465428050300
TRADE | AAPL @ 116.521 x100 | ts=5349465428068400
TRADE | AAPL @ 132.245 x100 | ts=5349465428114200
TRADE | AAPL @ 161.992 x100 | ts=5349465428170400
TRADE | AAPL @ 150.844 x100 | ts=5349465428198200
TRADE | AAPL @ 124.878 x100 | ts=5349465428216300
TRADE | AAPL @ 100.763 x100 | ts=5349465428244300
TRADE | AAPL @ 110.579 x100 | ts=5349465428273100
TRADE | AAPL @ 109.743 x100 | ts=5349465428301200
TRADE | AAPL @ 167.169 x100 | ts=5349465428319700
TRADE | AAPL @ 137.071 x100 | ts=5349465429526900
TRADE | AAPL @ 124.931 x100 | ts=5349465429572600
TRADE | AAPL @ 156.345 x100 | ts=5349465429599400
TRADE | AAPL @ 100.408 x100 | ts=5349465429672300
TRADE | AAPL @ 142.927 x100 | ts=5349465429744100
TRADE | AAPL @ 143.816 x100 | ts=5349465429771500
TRADE | AAPL @ 105.268 x100 | ts=5349465429789000
TRADE | AAPL @ 148.959 x100 | ts=5349465429806700
TRADE | AAPL @ 150.162 x100 | ts=5349465429851300
TRADE | AAPL @ 102.594 x100 | ts=5349465429869700
TRADE | AAPL @ 155.566 x100 | ts=5349465429887800
TRADE | AAPL @ 164.996 x100 | ts=5349465429914500
TRADE | AAPL @ 155.085 x100 | ts=5349465429979500
TRADE | AAPL @ 143.455 x100 | ts=5349465430018000
TRADE | AAPL @ 128.539 x100 | ts=5349465430036100
TRADE | AAPL @ 116.031 x100 | ts=5349465430063100
TRADE | AAPL @ 144.574 x100 | ts=5349465430099100
TRADE | AAPL @ 116.412 x100 | ts=5349465430117600
TRADE | AAPL @ 123.905 x100 | ts=5349465430144000
TRADE | AAPL @ 163.283 x100 | ts=5349465430161200
TRADE | AAPL @ 149.485 x100 | ts=5349465430242300
TRADE | AAPL @ 141.418 x100 | ts=5349465430315700
TRADE | AAPL @ 151.488 x100 | ts=5349465430333800
TRADE | AAPL @ 168.041 x100 | ts=5349465430360800
TRADE | AAPL @ 159.571 x100 | ts=5349465430406200
TRADE | AAPL @ 160.551 x100 | ts=5349465430472400
TRADE | AAPL @ 143.396 x100 | ts=5349465430490600
TRADE | AAPL @ 169.479 x100 | ts=5349465430508400
TRADE | AAPL @ 170.8 x100 | ts=5349465430554100
TRADE | AAPL @ 123.828 x100 | ts=5349465430572300
TRADE | AAPL @ 115.266 x100 | ts=5349465430599900
TRADE | AAPL @ 160.975 x100 | ts=5349465430637000
TRADE | AAPL @ 107.424 x100 | ts=5349465430674000
TRADE | AAPL @ 138.947 x100 | ts=5349465430752200
TRADE | AAPL @ 111.231 x100 | ts=5349465430771400
TRADE | AAPL @ 145.727 x100 | ts=5349465430810600
TRADE | AAPL @ 125.695 x100 | ts=5349465430871400
TRADE | AAPL @ 162.238 x100 | ts=5349465430889400
TRADE | AAPL @ 173.509 x100 | ts=5349465430917200
TRADE | AAPL @ 150.626 x100 | ts=5349465430963000
TRADE | AAPL @ 135.345 x100 | ts=5349465430990900
TRADE | AAPL @ 101.536 x100 | ts=5349465431028400
TRADE | AAPL @ 125.33 x100 | ts=5349465431046400
TRADE | AAPL @ 168.606 x100 | ts=5349465431073500
TRADE | AAPL @ 170.37 x100 | ts=5349465431100600
TRADE | AAPL @ 159.441 x100 | ts=5349465431147500
TRADE | AAPL @ 103.307 x100 | ts=5349465431184300
TRADE | AAPL @ 173.692 x100 | ts=5349465431202700
TRADE | AAPL @ 112.252 x100 | ts=5349465431221000
TRADE | AAPL @ 141.512 x100 | ts=5349465431247400
TRADE | AAPL @ 143.072 x100 | ts=5349465431283600
TRADE | AAPL @ 152.387 x100 | ts=5349465431330200
TRADE | AAPL @ 136.917 x100 | ts=5349465431348300
TRADE | AAPL @ 173.933 x100 | ts=5349465431366800
TRADE | AAPL @ 107.946 x100 | ts=5349465431385500
TRADE | AAPL @ 174.618 x100 | ts=5349465431404100
TRADE | AAPL @ 130.78 x100 | ts=5349465431431300
TRADE | AAPL @ 133.719 x100 | ts=5349465431477100
TRADE | AAPL @ 105.39 x100 | ts=5349465431495900
TRADE | AAPL @ 160.294 x100 | ts=5349465431573800
TRADE | AAPL @ 138.096 x100 | ts=5349465431593200
TRADE | AAPL @ 140.038 x100 | ts=5349465431622100
TRADE | AAPL @ 169.705 x100 | ts=5349465431641300
TRADE | AAPL @ 103.534 x100 | ts=5349465431659800
TRADE | AAPL @ 175.356 x100 | ts=5349465432891100
TRADE | AAPL @ 139.399 x100 | ts=5349465432918900
TRADE | AAPL @ 114.465 x100 | ts=5349465432936300
TRADE | AAPL @ 175.6 x100 | ts=5349465432972800
TRADE | AAPL @ 166.715 x100 | ts=5349465433018500
TRADE | AAPL @ 163.595 x100 | ts=5349465433083000
TRADE | AAPL @ 107.179 x100 | ts=5349465433101400
TRADE | AAPL @ 152.422 x100 | ts=5349465433147300
TRADE | AAPL @ 104.402 x100 | ts=5349465433192600
TRADE | AAPL @ 162.034 x100 | ts=5349465433229000
TRADE | AAPL @ 127.733 x100 | ts=5349465433246400
TRADE | AAPL @ 137.134 x100 | ts=5349465433273200
TRADE | AAPL @ 126.481 x100 | ts=5349465433300100
TRADE | AAPL @ 165.44 x100 | ts=5349465433317500
TRADE | AAPL @ 140.973 x100 | ts=5349465433335100
TRADE | AAPL @ 113.754 x100 | ts=5349465433361600
TRADE | AAPL @ 111.889 x100 | ts=5349465433425000
TRADE | AAPL @ 105.035 x100 | ts=5349465433452300
TRADE | AAPL @ 134.806 x100 | ts=5349465433507000
TRADE | AAPL @ 148.558 x100 | ts=5349465433535500
TRADE | AAPL @ 123.008 x100 | ts=5349465433553700
TRADE | AAPL @ 151.06 x100 | ts=5349465433572300
TRADE | AAPL @ 145.631 x100 | ts=5349465433673500
TRADE | AAPL @ 144.157 x100 | ts=5349465433720600
TRADE | AAPL @ 105.913 x100 | ts=5349465433739100
TRADE | AAPL @ 163.519 x100 | ts=5349465433756800
TRADE | AAPL @ 149.982 x100 | ts=5349465433802700
TRADE | AAPL @ 116.747 x100 | ts=5349465433821200
TRADE | AAPL @ 154.201 x100 | ts=5349465433858100
TRADE | AAPL @ 159.772 x100 | ts=5349465433945300
TRADE | AAPL @ 143.966 x100 | ts=5349465434062900
TRADE | AAPL @ 110.359 x100 | ts=5349465434084200
TRADE | AAPL @ 148.587 x100 | ts=5349465434103300
TRADE | AAPL @ 105.889 x100 | ts=5349465434122200
TRADE | AAPL @ 130.707 x100 | ts=5349465434150300
TRADE | AAPL @ 165.658 x100 | ts=5349465434169200
TRADE | AAPL @ 134.505 x100 | ts=5349465434188000
TRADE | AAPL @ 107.085 x100 | ts=5349465434216400
TRADE | AAPL @ 168.787 x100 | ts=5349465434235100
TRADE | AAPL @ 100.085 x100 | ts=5349465434275000
TRADE | AAPL @ 133.383 x100 | ts=5349465434339800
TRADE | AAPL @ 166.659 x100 | ts=5349465434382700
TRADE | AAPL @ 132.098 x100 | ts=5349465434409400
TRADE | AAPL @ 122.487 x100 | ts=5349465434445400
TRADE | AAPL @ 153.189 x100 | ts=5349465434463500
TRADE | AAPL @ 140.739 x100 | ts=5349465434500600
TRADE | AAPL @ 105.03 x100 | ts=5349465434547100
TRADE | AAPL @ 146.178 x100 | ts=5349465434616300
TRADE | AAPL @ 108.58 x100 | ts=5349465434652600
TRADE | AAPL @ 153.082 x100 | ts=5349465434670300
TRADE | AAPL @ 132.639 x100 | ts=5349465434697200
TRADE | AAPL @ 107.221 x100 | ts=5349465434714900
TRADE | AAPL @ 128.593 x100 | ts=5349465434750700
TRADE | AAPL @ 157.281 x100 | ts=5349465434813900
TRADE | AAPL @ 136.246 x100 | ts=5349465434868600
TRADE | AAPL @ 163.872 x100 | ts=5349465434923000
TRADE | AAPL @ 107.505 x100 | ts=5349465434940500
TRADE | AAPL @ 164.338 x100 | ts=5349465434957900
TRADE | AAPL @ 102.417 x100 | ts=5349465434975900
TRADE | AAPL @ 166.709 x100 | ts=5349465434994100
TRADE | AAPL @ 150.877 x100 | ts=5349465435020600
TRADE | AAPL @ 108.875 x100 | ts=5349465435038100
TRADE | AAPL @ 149.262 x100 | ts=5349465435091500
TRADE | AAPL @ 119.947 x100 | ts=5349465435127500
TRADE | AAPL @ 150.199 x100 | ts=5349465436331700
TRADE | AAPL @ 125.885 x100 | ts=5349465436349700
TRADE | AAPL @ 135.626 x100 | ts=5349465436384800
TRADE | AAPL @ 151.299 x100 | ts=5349465436411500
TRADE | AAPL @ 110.03 x100 | ts=5349465436429000
TRADE | AAPL @ 173.031 x100 | ts=5349465436465100
TRADE | AAPL @ 130.504 x100 | ts=5349465436618700
TRADE | AAPL @ 132.953 x100 | ts=5349465436646400
TRADE | AAPL @ 119.03 x100 | ts=5349465436664400
TRADE | AAPL @ 144.727 x100 | ts=5349465436681800
TRADE | AAPL @ 145.967 x100 | ts=5349465436708300
TRADE | AAPL @ 138.588 x100 | ts=5349465436763200
TRADE | AAPL @ 140.048 x100 | ts=5349465436799000
TRADE | AAPL @ 125.092 x100 | ts=5349465436816300
TRADE | AAPL @ 158.334 x100 | ts=5349465436833700
TRADE | AAPL @ 131.536 x100 | ts=5349465436878200
TRADE | AAPL @ 118.331 x100 | ts=5349465436934100
TRADE | AAPL @ 137.807 x100 | ts=5349465436952000
TRADE | AAPL @ 120.916 x100 | ts=5349465436969400
TRADE | AAPL @ 146.846 x100 | ts=5349465436987400
TRADE | AAPL @ 126.738 x100 | ts=5349465437013900
TRADE | AAPL @ 113.99 x100 | ts=5349465437031500
TRADE | AAPL @ 101.829 x100 | ts=5349465437058500
TRADE | AAPL @ 159.13 x100 | ts=5349465437112900
TRADE | AAPL @ 159.293 x100 | ts=5349465437140000
TRADE | AAPL @ 101.084 x100 | ts=5349465437157700
TRADE | AAPL @ 160.381 x100 | ts=5349465437193600
TRADE | AAPL @ 129.313 x100 | ts=5349465437230000
TRADE | AAPL @ 161.575 x100 | ts=5349465437285000
TRADE | AAPL @ 134.322 x100 | ts=5349465437363600
TRADE | AAPL @ 136.674 x100 | ts=5349465437427400
TRADE | AAPL @ 107.871 x100 | ts=5349465437464900
TRADE | AAPL @ 120.783 x100 | ts=5349465437492400
TRADE | AAPL @ 135.287 x100 | ts=5349465437528800
TRADE | AAPL @ 125.473 x100 | ts=5349465437555800
TRADE | AAPL @ 138.872 x100 | ts=5349465437582600
TRADE | AAPL @ 153.54 x100 | ts=5349465437609300
TRADE | AAPL @ 107.809 x100 | ts=5349465437627300
TRADE | AAPL @ 162.268 x100 | ts=5349465437645600
TRADE | AAPL @ 156.093 x100 | ts=5349465437729900
TRADE | AAPL @ 103.971 x100 | ts=5349465437748800
TRADE | AAPL @ 156.305 x100 | ts=5349465437787100
TRADE | AAPL @ 120.087 x100 | ts=5349465437806300
TRADE | AAPL @ 104.075 x100 | ts=5349465437853700
TRADE | AAPL @ 161.063 x100 | ts=5349465437872100
TRADE | AAPL @ 135.699 x100 | ts=5349465437910300
TRADE | AAPL @ 163.499 x100 | ts=5349465437949100
TRADE | AAPL @ 151.878 x100 | ts=5349465437978600
TRADE | AAPL @ 109.9 x100 | ts=5349465438018800
TRADE | AAPL @ 165.043 x100 | ts=5349465438089300
TRADE | AAPL @ 118.97 x100 | ts=5349465438108000
TRADE | AAPL @ 165.209 x100 | ts=5349465438127100
TRADE | AAPL @ 134.018 x100 | ts=5349465438204400
TRADE | AAPL @ 110.473 x100 | ts=5349465438222900
TRADE | AAPL @ 135.473 x100 | ts=5349465438259300
TRADE | AAPL @ 126.687 x100 | ts=5349465438286000
TRADE | AAPL @ 143.76 x100 | ts=5349465438313100
TRADE | AAPL @ 145.6 x100 | ts=5349465438339800
TRADE | AAPL @ 121.473 x100 | ts=5349465438375600
TRADE | AAPL @ 128.093 x100 | ts=5349465438411600
TRADE | AAPL @ 112.344 x100 | ts=5349465438429300
TRADE | AAPL @ 134.621 x100 | ts=5349465438447100
TRADE | AAPL @ 117.42 x100 | ts=5349465438465200
TRADE | AAPL @ 132.605 x100 | ts=5349465438520000
TRADE | AAPL @ 109.291 x100 | ts=5349465440530100
TRADE | AAPL @ 159.236 x100 | ts=5349465440681200
TRADE | AAPL @ 157.429 x100 | ts=5349465440714300
TRADE | AAPL @ 111.898 x100 | ts=5349465440763900
TRADE | AAPL @ 110.588 x100 | ts=5349465440807900
TRADE | AAPL @ 160.418 x100 | ts=5349465440835300
TRADE | AAPL @ 103.935 x100 | ts=5349465440865100
TRADE | AAPL @ 139.627 x100 | ts=5349465440907600
TRADE | AAPL @ 158.935 x100 | ts=5349465440977400
TRADE | AAPL @ 145.077 x100 | ts=5349465441022900
TRADE | AAPL @ 169.097 x100 | ts=5349465441065300
TRADE | AAPL @ 170.555 x100 | ts=5349465441115900
TRADE | AAPL @ 112.342 x100 | ts=5349465441269300
TRADE | AAPL @ 132.645 x100 | ts=5349465441302100
TRADE | AAPL @ 115.236 x100 | ts=5349465441353200
