CONFIG: ticks=10000 ptrmode=shared pool=on layout=multimap
TRADE | AAPL @ 112.388 x100 | ts=5349397615928300
TRADE | AAPL @ 149.405 x100 | ts=5349397621433300
TRADE | AAPL @ 123.316 x100 | ts=5349397621444800
TRADE | AAPL @ 167.554 x100 | ts=5349397621456200
TRADE | AAPL @ 114.783 x100 | ts=5349397621479600
TRADE | AAPL @ 170.972 x100 | ts=5349397621527700
TRADE | AAPL @ 119.143 x100 | ts=5349397621539200
TRADE | AAPL @ 171.825 x100 | ts=5349397621550600
TRADE | AAPL @ 159.859 x100 | ts=5349397621580300
TRADE | AAPL @ 123.368 x100 | ts=5349397621591700
TRADE | AAPL @ 143.245 x100 | ts=5349397621615000
TRADE | AAPL @ 127.285 x100 | ts=5349397621626700
TRADE | AAPL @ 125.116 x100 | ts=5349397621644300
TRADE | AAPL @ 133.211 x100 | ts=5349397621686100
TRADE | AAPL @ 147.072 x100 | ts=5349397621710200
TRADE | AAPL @ 152.376 x100 | ts=5349397621728000
TRADE | AAPL @ 141.27 x100 | ts=5349397621739600
TRADE | AAPL @ 101.461 x100 | ts=5349397621769600
TRADE | AAPL @ 154.127 x100 | ts=5349397621781300
TRADE | AAPL @ 124.492 x100 | ts=5349397621830500
TRADE | AAPL @ 140.267 x100 | ts=5349397621842500
TRADE | AAPL @ 127.873 x100 | ts=5349397621886000
TRADE | AAPL @ 130.514 x100 | ts=5349397621905200
TRADE | AAPL @ 140.839 x100 | ts=5349397621924400
TRADE | AAPL @ 153.565 x100 | ts=5349397621943700
TRADE | AAPL @ 104.447 x100 | ts=5349397621956200
TRADE | AAPL @ 126.536 x100 | ts=5349397621975300
TRADE | AAPL @ 128.765 x100 | ts=5349397621994500
TRADE | AAPL @ 153.924 x100 | ts=5349397622007100
TRADE | AAPL @ 141.9 x100 | ts=5349397622024700
TRADE | AAPL @ 149.476 x100 | ts=5349397622054800
TRADE | AAPL @ 125.225 x100 | ts=5349397622066400
TRADE | AAPL @ 132.133 x100 | ts=5349397622102900
TRADE | AAPL @ 149.503 x100 | ts=5349397622120500
TRADE | AAPL @ 137.503 x100 | ts=5349397622137900
TRADE | AAPL @ 147.269 x100 | ts=5349397622167400
TRADE | AAPL @ 128.023 x100 | ts=5349397622178800
TRADE | AAPL @ 154.459 x100 | ts=5349397622190200
TRADE | AAPL @ 110.365 x100 | ts=5349397622201700
TRADE | AAPL @ 171.889 x100 | ts=5349397622979700
TRADE | AAPL @ 158.118 x100 | ts=5349397622997500
TRADE | AAPL @ 115.564 x100 | ts=5349397623008900
TRADE | AAPL @ 134.272 x100 | ts=5349397623032900
TRADE | AAPL @ 162.973 x100 | ts=5349397623062400
TRADE | AAPL @ 104.288 x100 | ts=5349397623073900
TRADE | AAPL @ 171.902 x100 | ts=5349397623085500
TRADE | AAPL @ 140.583 x100 | ts=5349397623102900
TRADE | AAPL @ 145.174 x100 | ts=5349397623120400
TRADE | AAPL @ 131.805 x100 | ts=5349397623143700
TRADE | AAPL @ 131.187 x100 | ts=5349397623167000
TRADE | AAPL @ 136.563 x100 | ts=5349397623190300
TRADE | AAPL @ 146.209 x100 | ts=5349397623207600
TRADE | AAPL @ 111.814 x100 | ts=5349397623224700
TRADE | AAPL @ 104.569 x100 | ts=5349397623242200
TRADE | AAPL @ 168.755 x100 | ts=5349397623253600
TRADE | AAPL @ 169.833 x100 | ts=5349397623271000
TRADE | AAPL @ 101.825 x100 | ts=5349397623282200
TRADE | AAPL @ 172.056 x100 | ts=5349397623293600
TRADE | AAPL @ 171.21 x100 | ts=5349397623311100
TRADE | AAPL @ 164.306 x100 | ts=5349397623340400
TRADE | AAPL @ 151.992 x100 | ts=5349397623357600
TRADE | AAPL @ 159.079 x100 | ts=5349397623375000
TRADE | AAPL @ 142.071 x100 | ts=5349397623386400
TRADE | AAPL @ 165.052 x100 | ts=5349397623397900
TRADE | AAPL @ 124.155 x100 | ts=5349397623415100
TRADE | AAPL @ 142.84 x100 | ts=5349397623444400
TRADE | AAPL @ 111.907 x100 | ts=5349397623455700
TRADE | AAPL @ 130.332 x100 | ts=5349397623490800
TRADE | AAPL @ 130.656 x100 | ts=5349397623545000
TRADE | AAPL @ 120.423 x100 | ts=5349397623556500
TRADE | AAPL @ 146.062 x100 | ts=5349397623567900
TRADE | AAPL @ 149.23 x100 | ts=5349397623585100
TRADE | AAPL @ 120.109 x100 | ts=5349397623596400
TRADE | AAPL @ 136.844 x100 | ts=5349397623632000
TRADE | AAPL @ 131.131 x100 | ts=5349397623649800
TRADE | AAPL @ 158.816 x100 | ts=5349397623667100
TRADE | AAPL @ 132.746 x100 | ts=5349397623684500
TRADE | AAPL @ 110.429 x100 | ts=5349397623695900
TRADE | AAPL @ 161.027 x100 | ts=5349397623719200
TRADE | AAPL @ 167.449 x100 | ts=5349397623736600
TRADE | AAPL @ 139.816 x100 | ts=5349397623754000
TRADE | AAPL @ 107.647 x100 | ts=5349397623765600
TRADE | AAPL @ 108.41 x100 | ts=5349397623783100
TRADE | AAPL @ 109.371 x100 | ts=5349397623800500
TRADE | AAPL @ 114.634 x100 | ts=5349397623818000
TRADE | AAPL @ 121.634 x100 | ts=5349397623835400
TRADE | AAPL @ 161.983 x100 | ts=5349397623852800
TRADE | AAPL @ 110.51 x100 | ts=5349397623870200
TRADE | AAPL @ 129.865 x100 | ts=5349397623900100
TRADE | AAPL @ 133.356 x100 | ts=5349397623923800
TRADE | AAPL @ 149.582 x100 | ts=5349397623941200
TRADE | AAPL @ 140.983 x100 | ts=5349397623971600
TRADE | AAPL @ 150.95 x100 | ts=5349397623989200
TRADE | AAPL @ 155.873 x100 | ts=5349397624006900
TRADE | AAPL @ 125.349 x100 | ts=5349397624018500
TRADE | AAPL @ 128.067 x100 | ts=5349397624036200
TRADE | AAPL @ 124.088 x100 | ts=5349397624066500
TRADE | AAPL @ 163.036 x100 | ts=5349397624078100
TRADE | AAPL @ 108.927 x100 | ts=5349397624089900
TRADE | AAPL @ 139.349 x100 | ts=5349397624107900
TRADE | AAPL @ 127.325 x100 | ts=5349397624125600
TRADE | AAPL @ 135.366 x100 | ts=5349397624156000
TRADE | AAPL @ 169.15 x100 | ts=5349397624167800
TRADE | AAPL @ 141.058 x100 | ts=5349397624999700
TRADE | AAPL @ 128.287 x100 | ts=5349397625017300
TRADE | AAPL @ 108.118 x100 | ts=5349397625028800
TRADE | AAPL @ 102.909 x100 | ts=5349397625075000
TRADE | AAPL @ 106.603 x100 | ts=5349397625105100
TRADE | AAPL @ 116.846 x100 | ts=5349397625122800
TRADE | AAPL @ 138.486 x100 | ts=5349397625159600
TRADE | AAPL @ 148.47 x100 | ts=5349397625189600
TRADE | AAPL @ 128.18 x100 | ts=5349397625201200
TRADE | AAPL @ 149.773 x100 | ts=5349397625212900
TRADE | AAPL @ 143.519 x100 | ts=5349397625230400
TRADE | AAPL @ 131.117 x100 | ts=5349397625267200
TRADE | AAPL @ 105.514 x100 | ts=5349397625284900
TRADE | AAPL @ 169.914 x100 | ts=5349397625296300
TRADE | AAPL @ 147.665 x100 | ts=5349397625327400
TRADE | AAPL @ 103.744 x100 | ts=5349397625339200
TRADE | AAPL @ 160.985 x100 | ts=5349397625376700
TRADE | AAPL @ 139.543 x100 | ts=5349397625388100
TRADE | AAPL @ 151.801 x100 | ts=5349397625424800
TRADE | AAPL @ 100.143 x100 | ts=5349397625436600
TRADE | AAPL @ 159.155 x100 | ts=5349397625448700
TRADE | AAPL @ 105.975 x100 | ts=5349397625460500
TRADE | AAPL @ 123.639 x100 | ts=5349397625557400
TRADE | AAPL @ 141.457 x100 | ts=5349397625577200
TRADE | AAPL @ 168.83 x100 | ts=5349397625590300
TRADE | AAPL @ 131.45 x100 | ts=5349397625659700
TRADE | AAPL @ 163.006 x100 | ts=5349397625673100
TRADE | AAPL @ 150.804 x100 | ts=5349397625692300
TRADE | AAPL @ 128.715 x100 | ts=5349397625705600
TRADE | AAPL @ 131.587 x100 | ts=5349397625724900
TRADE | AAPL @ 164.279 x100 | ts=5349397625737900
TRADE | AAPL @ 137.889 x100 | ts=5349397625792800
TRADE | AAPL @ 143.723 x100 | ts=5349397625806600
TRADE | AAPL @ 123.53 x100 | ts=5349397625820800
TRADE | AAPL @ 107.864 x100 | ts=5349397625840700
TRADE | AAPL @ 144.127 x100 | ts=5349397625868400
TRADE | AAPL @ 161.899 x100 | ts=5349397625889300
TRADE | AAPL @ 168.477 x100 | ts=5349397625910600
TRADE | AAPL @ 161.355 x100 | ts=5349397625982000
TRADE | AAPL @ 144.295 x100 | ts=5349397626009900
TRADE | AAPL @ 164.054 x100 | ts=5349397626031600
TRADE | AAPL @ 138.908 x100 | ts=5349397626068100
TRADE | AAPL @ 156.705 x100 | ts=5349397626090700
TRADE | AAPL @ 137.141 x100 | ts=5349397626190000
TRADE | AAPL @ 152.471 x100 | ts=5349397626259800
TRADE | AAPL @ 128.91 x100 | ts=5349397626274400
TRADE | AAPL @ 164.876 x100 | ts=5349397626286800
TRADE | AAPL @ 124.56 x100 | ts=5349397626300500
TRADE | AAPL @ 165.287 x100 | ts=5349397626314800
TRADE | AAPL @ 152.455 x100 | ts=5349397626348600
TRADE | AAPL @ 120.961 x100 | ts=5349397626362800
TRADE | AAPL @ 113.134 x100 | ts=5349397626385200
TRADE | AAPL @ 142.129 x100 | ts=5349397626459200
TRADE | AAPL @ 163.013 x100 | ts=5349397626484600
TRADE | AAPL @ 152.964 x100 | ts=5349397626508100
TRADE | AAPL @ 118.885 x100 | ts=5349397626538300
TRADE | AAPL @ 114.138 x100 | ts=5349397626577200
TRADE | AAPL @ 156.633 x100 | ts=5349397626607000
TRADE | AAPL @ 166.119 x100 | ts=5349397626629600
TRADE | AAPL @ 143.22 x100 | ts=5349397626644500
TRADE | AAPL @ 169.99 x100 | ts=5349397626658400
TRADE | AAPL @ 127.242 x100 | ts=5349397626673500
TRADE | AAPL @ 170.564 x100 | ts=5349397626688300
TRADE | AAPL @ 121.294 x100 | ts=5349397626717900
TRADE | AAPL @ 151.276 x100 | ts=5349397627676300
TRADE | AAPL @ 120.055 x100 | ts=5349397627701500
TRADE | AAPL @ 158.987 x100 | ts=5349397627713000
TRADE | AAPL @ 125.214 x100 | ts=5349397627724800
TRADE | AAPL @ 145.534 x100 | ts=5349397627742600
TRADE | AAPL @ 123.431 x100 | ts=5349397627760000
TRADE | AAPL @ 125.474 x100 | ts=5349397627777600
TRADE | AAPL @ 172.173 x100 | ts=5349397627788900
TRADE | AAPL @ 100.488 x100 | ts=5349397627849100
TRADE | AAPL @ 113.127 x100 | ts=5349397627866500
TRADE | AAPL @ 173.18 x100 | ts=5349397627877800
TRADE | AAPL @ 173.27 x100 | ts=5349397627895500
TRADE | AAPL @ 137.487 x100 | ts=5349397627925900
TRADE | AAPL @ 150.73 x100 | ts=5349397627955500
TRADE | AAPL @ 151.306 x100 | ts=5349397627973500
TRADE | AAPL @ 128.497 x100 | ts=5349397627985200
TRADE | AAPL @ 156.19 x100 | ts=5349397627996800
TRADE | AAPL @ 120.006 x100 | ts=5349397628020700
TRADE | AAPL @ 168.222 x100 | ts=5349397628032300
TRADE | AAPL @ 113.293 x100 | ts=5349397628068800
TRADE | AAPL @ 161.554 x100 | ts=5349397628092700
TRADE | AAPL @ 114.566 x100 | ts=5349397628104300
TRADE | AAPL @ 168.991 x100 | ts=5349397628116100
TRADE | AAPL @ 107.358 x100 | ts=5349397628140100
TRADE | AAPL @ 141.303 x100 | ts=5349397628151800
TRADE | AAPL @ 127.39 x100 | ts=5349397628169300
TRADE | AAPL @ 168.591 x100 | ts=5349397628187300
TRADE | AAPL @ 173.423 x100 | ts=5349397628204600
TRADE | AAPL @ 103.527 x100 | ts=5349397628216100
TRADE | AAPL @ 103.919 x100 | ts=5349397628234000
TRADE | AAPL @ 133.987 x100 | ts=5349397628263900
TRADE | AAPL @ 154.16 x100 | ts=5349397628281600
TRADE | AAPL @ 165.333 x100 | ts=5349397628293200
TRADE | AAPL @ 107.486 x100 | ts=5349397628317000
TRADE | AAPL @ 109.934 x100 | ts=5349397628348300
TRADE | AAPL @ 155.314 x100 | ts=5349397628360400
TRADE | AAPL @ 155.938 x100 | ts=5349397628378400
TRADE | AAPL @ 107.482 x100 | ts=5349397628403200
TRADE | AAPL @ 173.62 x100 | ts=5349397628427900
TRADE | AAPL @ 103.603 x100 | ts=5349397628440000
TRADE | AAPL @ 110.61 x100 | ts=5349397628458000
TRADE | AAPL @ 107.845 x100 | ts=5349397628476300
TRADE | AAPL @ 173.658 x100 | ts=5349397628488100
TRADE | AAPL @ 100.255 x100 | ts=5349397628500100
TRADE | AAPL @ 151.28 x100 | ts=5349397628524600
TRADE | AAPL @ 108.504 x100 | ts=5349397628536400
TRADE | AAPL @ 153.895 x100 | ts=5349397628568000
TRADE | AAPL @ 170.668 x100 | ts=5349397628606500
TRADE | AAPL @ 151.123 x100 | ts=5349397628632600
TRADE | AAPL @ 173.771 x100 | ts=5349397628645200
TRADE | AAPL @ 108.425 x100 | ts=5349397628657700
TRADE | AAPL @ 102.661 x100 | ts=5349397628676900
TRADE | AAPL @ 151.534 x100 | ts=5349397628741200
TRADE | AAPL @ 108.657 x100 | ts=5349397628753200
TRADE | AAPL @ 173.986 x100 | ts=5349397628764900
TRADE | AAPL @ 147.557 x100 | ts=5349397628795300
TRADE | AAPL @ 118.971 x100 | ts=5349397628807000
TRADE | AAPL @ 174.194 x100 | ts=5349397628818300
TRADE | AAPL @ 139.342 x100 | ts=5349397628848700
TRADE | AAPL @ 108.744 x100 | ts=5349397628873100
TRADE | AAPL @ 150.797 x100 | ts=5349397628897400
TRADE | AAPL @ 122.235 x100 | ts=5349397628908900
TRADE | AAPL @ 163.691 x100 | ts=5349397628920400
TRADE | AAPL @ 149.017 x100 | ts=5349397629027000
TRADE | AAPL @ 137.452 x100 | ts=5349397630102300
TRADE | AAPL @ 104.434 x100 | ts=5349397630114100
TRADE | AAPL @ 113.583 x100 | ts=5349397630148700
TRADE | AAPL @ 174.644 x100 | ts=5349397630160300
TRADE | AAPL @ 121.906 x100 | ts=5349397630171900
TRADE | AAPL @ 176.067 x100 | ts=5349397630183300
TRADE | AAPL @ 176.276 x100 | ts=5349397630201700
TRADE | AAPL @ 131.586 x100 | ts=5349397630231200
TRADE | AAPL @ 166.659 x100 | ts=5349397630248800
TRADE | AAPL @ 135.008 x100 | ts=5349397630278800
TRADE | AAPL @ 144.441 x100 | ts=5349397630302600
TRADE | AAPL @ 123.678 x100 | ts=5349397630320400
TRADE | AAPL @ 111.829 x100 | ts=5349397630338100
TRADE | AAPL @ 154.477 x100 | ts=5349397630387800
TRADE | AAPL @ 137.894 x100 | ts=5349397630412000
TRADE | AAPL @ 158.906 x100 | ts=5349397630423500
TRADE | AAPL @ 115.279 x100 | ts=5349397630447100
TRADE | AAPL @ 130.36 x100 | ts=5349397630464800
TRADE | AAPL @ 138.503 x100 | ts=5349397630500800
TRADE | AAPL @ 101.015 x100 | ts=5349397630512300
TRADE | AAPL @ 172.178 x100 | ts=5349397630524100
TRADE | AAPL @ 132.042 x100 | ts=5349397630535600
TRADE | AAPL @ 110.273 x100 | ts=5349397630553100
TRADE | AAPL @ 172.648 x100 | ts=5349397630564800
TRADE | AAPL @ 139.328 x100 | ts=5349397630582600
TRADE | AAPL @ 121.354 x100 | ts=5349397630594100
TRADE | AAPL @ 128.662 x100 | ts=5349397630611900
TRADE | AAPL @ 155.606 x100 | ts=5349397630659800
TRADE | AAPL @ 141.047 x100 | ts=5349397630689700
TRADE | AAPL @ 138.735 x100 | ts=5349397630726000
TRADE | AAPL @ 148.452 x100 | ts=5349397630737500
TRADE | AAPL @ 138.32 x100 | ts=5349397630774000
TRADE | AAPL @ 158.834 x100 | ts=5349397630785800
TRADE | AAPL @ 114.4 x100 | ts=5349397630797300
TRADE | AAPL @ 138.371 x100 | ts=5349397630814900
TRADE | AAPL @ 168.364 x100 | ts=5349397630851400
TRADE | AAPL @ 106.166 x100 | ts=5349397630863100
TRADE | AAPL @ 110.76 x100 | ts=5349397630893400
TRADE | AAPL @ 107.653 x100 | ts=5349397630911100
TRADE | AAPL @ 154.782 x100 | ts=5349397630943300
TRADE | AAPL @ 131.57 x100 | ts=5349397630954900
TRADE | AAPL @ 132.943 x100 | ts=5349397630997100
TRADE | AAPL @ 143.603 x100 | ts=5349397631008900
TRADE | AAPL @ 149.114 x100 | ts=5349397631026900
TRADE | AAPL @ 125.51 x100 | ts=5349397631051000
TRADE | AAPL @ 150.847 x100 | ts=5349397631062700
TRADE | AAPL @ 168.518 x100 | ts=5349397631080600
TRADE | AAPL @ 158.151 x100 | ts=5349397631099000
TRADE | AAPL @ 101.693 x100 | ts=5349397631123700
TRADE | AAPL @ 134.83 x100 | ts=5349397631182100
TRADE | AAPL @ 148.374 x100 | ts=5349397631208400
TRADE | AAPL @ 151.283 x100 | ts=5349397631227200
TRADE | AAPL @ 159.776 x100 | ts=5349397631274100
TRADE | AAPL @ 161.633 x100 | ts=5349397631304900
TRADE | AAPL @ 156.627 x100 | ts=5349397631316700
TRADE | AAPL @ 118.678 x100 | ts=5349397631346700
TRADE | AAPL @ 167.481 x100 | ts=5349397631358500
TRADE | AAPL @ 131.886 x100 | ts=5349397631394800
TRADE | AAPL @ 168.827 x100 | ts=5349397631406400
TRADE | AAPL @ 113.188 x100 | ts=5349397631441700
TRADE | AAPL @ 152.045 x100 | ts=5349397631453200
TRADE | AAPL @ 168.87 x100 | ts=5349397631470500
TRADE | AAPL @ 135.676 x100 | ts=5349397631493900
TRADE | AAPL @ 119.487 x100 | ts=5349397631511300
TRADE | AAPL @ 169.169 x100 | ts=5349397632264400
TRADE | AAPL @ 172.137 x100 | ts=5349397632282600
TRADE | AAPL @ 138.291 x100 | ts=5349397632300100
TRADE | AAPL @ 108.68 x100 | ts=5349397632311700
TRADE | AAPL @ 107.148 x100 | ts=5349397632353800
TRADE | AAPL @ 103.279 x100 | ts=5349397632420300
TRADE | AAPL @ 131.633 x100 | ts=5349397632438000
TRADE | AAPL @ 133.952 x100 | ts=5349397632487700
TRADE | AAPL @ 145.362 x100 | ts=5349397632499200
TRADE | AAPL @ 108.885 x100 | ts=5349397632510300
TRADE | AAPL @ 146.551 x100 | ts=5349397632521800
TRADE | AAPL @ 147.954 x100 | ts=5349397632539300
TRADE | AAPL @ 125.488 x100 | ts=5349397632562600
TRADE | AAPL @ 164.08 x100 | ts=5349397632574000
TRADE | AAPL @ 112.728 x100 | ts=5349397632597200
